stage,query_ids,sb_mb,work_mem_mb,plan_supported,missing_plan_anchors,plan_anchors,prediction_sources,prediction_confidence,dynamic_peak_mb,spill_temp_mb,spill_io_mb,spill_io_mib_s,spilling_operators,infeasible_no_spill_operators,raw_os_capacity_mb,os_capacity_mb,predicted_memavailable_mb,memory_safe,tp_accesses,tp_sb_hits,tp_os_hits,tp_disk_misses,tp_sb_hit_rate,tp_os_cond_hit_rate,tp_combined_hit_rate,tp_refaults,tp_active_refaults,os_evictions,os_streaming_evictions,synthetic_spill_pages,tp_disk_io_mb,predicted_physical_io_mb,memory_footprint_mb,dynamic_pool_safe,available_dynamic_pool_mb,dynamic_pool_excess_mb
stage4_backpressure,9;13;18;21,256,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,26728.0,26203.778,19229.725,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,946143,946143,35858,787.0,36552.75,10403.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,26472.0,25947.778,19154.922,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,946580,946580,35858,787.0,36552.75,10659.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,25960.0,25435.778,19005.315,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,947207,947207,35858,787.0,36552.75,11171.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,25480.0,24955.778,18865.059,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,948059,948059,35858,787.0,36552.75,11651.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,24936.0,24411.778,18706.103,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,948907,948907,35858,787.0,36552.75,12195.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,22888.0,22363.778,18107.677,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,952707,952707,35858,787.0,36552.75,14243.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,18792.0,18267.778,16910.826,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,959487,959487,35858,787.0,36552.75,18339.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,26856.0,25589.339,18524.687,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,945371,945371,34339,787.0,35033.903,12051.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,26728.0,25461.339,18487.286,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,945793,945793,34339,787.0,35033.903,12179.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,26472.0,25205.339,18412.483,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,946294,946294,34339,787.0,35033.903,12435.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,25960.0,24693.339,18262.876,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,947036,947036,34339,787.0,35033.903,12947.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,25480.0,24213.339,18122.62,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,947837,947837,34339,787.0,35033.903,13427.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,24936.0,23669.339,17963.663,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,948704,948704,34339,787.0,35033.903,13971.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,22888.0,21621.339,17365.238,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,952545,952545,34339,787.0,35033.903,16019.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,1504,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,11923.0,17169.8,34246.903,9.162222,6,0,18792.0,17525.339,16168.387,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,958462,958462,34339,787.0,35033.903,20115.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,26856.0,24298.431,17233.78,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,945314,945314,31987,787.0,32681.68,15139.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,26728.0,24170.431,17196.378,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,945740,945740,31987,787.0,32681.68,15267.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,26472.0,23914.431,17121.575,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,946255,946255,31987,787.0,32681.68,15523.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,25960.0,23402.431,16971.969,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,947067,947067,31987,787.0,32681.68,16035.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,25480.0,22922.431,16831.713,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,947960,947960,31987,787.0,32681.68,16515.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,24936.0,22378.431,16672.756,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,948825,948825,31987,787.0,32681.68,17059.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,22888.0,20330.431,16074.33,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,952573,952573,31987,787.0,32681.68,19107.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,2048,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,15011.0,15993.688,31894.68,8.532922,5,0,18792.0,16234.431,14877.479,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,957853,957853,31987,787.0,32681.68,23203.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,26856.0,22659.296,15594.645,False,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,942883,942883,26568,787.0,24447.716,19060.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,256,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,26728.0,22531.296,15557.244,False,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,943261,943261,26568,787.0,24447.716,19188.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,512,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,26472.0,22275.296,15482.44,False,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,943799,943799,26568,787.0,24447.716,19444.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,1024,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,25960.0,21763.296,15332.834,False,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,944663,944663,26568,787.0,24447.716,19956.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,1504,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,25480.0,21283.296,15192.578,False,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,945450,945450,26568,787.0,24447.716,20436.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,2048,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,24936.0,20739.296,15033.621,False,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,946255,946255,26568,787.0,24447.716,20980.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,4096,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,22888.0,18691.296,14435.196,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,949793,949793,26568,787.0,24447.716,23028.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,8192,2968,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,18932.0,13284.241,23660.716,6.330054,3,0,18792.0,14595.296,13238.344,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,953598,953598,26568,787.0,24447.716,27124.0,False,15291.0,3641.0
stage4_backpressure,9;13;18;21,128,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,26856.0,22472.433,15407.781,False,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,943002,943002,26340,787.0,24219.863,19507.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,256,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,26728.0,22344.433,15370.38,False,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,943406,943406,26340,787.0,24219.863,19635.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,512,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,26472.0,22088.433,15295.576,False,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,943913,943913,26340,787.0,24219.863,19891.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,1024,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,25960.0,21576.433,15145.97,False,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,944708,944708,26340,787.0,24219.863,20403.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,1504,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,25480.0,21096.433,15005.714,False,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,945570,945570,26340,787.0,24219.863,20883.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,2048,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,24936.0,20552.433,14846.757,False,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,946362,946362,26340,787.0,24219.863,21427.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,4096,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,22888.0,18504.433,14248.332,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,949700,949700,26340,787.0,24219.863,23475.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,8192,3117,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,19379.0,13170.314,23432.863,6.269095,3,0,18792.0,14408.433,13051.48,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,953454,953454,26340,787.0,24219.863,27571.0,False,15291.0,4088.0
stage4_backpressure,9;13;18;21,128,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,26856.0,21674.394,14611.415,False,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,945578,945578,27328,787.0,28115.777,21412.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,256,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,26728.0,21546.394,14574.013,False,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,945961,945961,27328,787.0,28115.777,21540.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,512,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,26472.0,21290.394,14499.21,False,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,946483,946483,27328,787.0,28115.777,21796.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,1024,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,25960.0,20778.394,14349.604,False,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,947246,947246,27328,787.0,28115.777,22308.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,1504,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,25480.0,20298.394,14209.348,False,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,948131,948131,27328,787.0,28115.777,22788.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,2048,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,24936.0,19754.394,14050.391,False,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,948871,948871,27328,787.0,28115.777,23332.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,4096,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,22888.0,17706.394,13451.965,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,951238,951238,27328,787.0,28115.777,25380.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,8192,4096,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,21284.0,13664.388,27328.777,7.311386,2,0,18792.0,13610.394,12255.114,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,954963,954963,27328,787.0,28115.777,29476.0,False,15291.0,5993.0
stage4_backpressure,9;13;18;21,128,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,26856.0,20327.469,13264.49,False,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,936965,936965,16564,787.0,17351.43,24634.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,256,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,26728.0,20199.469,13227.089,False,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,937208,937208,16564,787.0,17351.43,24762.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,512,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,26472.0,19943.469,13152.285,False,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,937774,937774,16564,787.0,17351.43,25018.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,1024,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,25960.0,19431.469,13002.679,False,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,938467,938467,16564,787.0,17351.43,25530.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,1504,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,25480.0,18951.469,12862.423,False,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,939284,939284,16564,787.0,17351.43,26010.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,2048,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,24936.0,18407.469,12703.466,False,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,939993,939993,16564,787.0,17351.43,26554.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,4096,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,22888.0,16359.469,12105.041,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,942240,942240,16564,787.0,17351.43,28602.0,False,15291.0,9215.0
stage4_backpressure,9;13;18;21,8192,5707,True,q9:q9_p2;q21:q21_p3,q9:q9_p2:synthesized;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:source+same_query_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,24506.0,8282.215,16564.43,4.431554,1,0,18792.0,12263.469,10908.189,False,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,948819,948819,16564,787.0,17351.43,32698.0,False,15291.0,9215.0
